t,event,task,x,y,deadline,note,phi1_bool,phi1_rob,phi2_bool,phi2_rob,phi3_bool,phi3_rob,phi_all_bool,phi_all_rob,speed,vmax
22.513,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.52s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.568,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.58s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.623,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.63s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.674,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.68s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.729,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.74s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.779,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.79s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.830,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.84s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.880,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.89s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.935,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=22.94s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
22.989,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.00s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.040,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.05s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.094,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.10s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.149,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.16s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.204,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.21s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.255,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.308,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.32s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.363,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.37s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.416,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.43s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.472,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.48s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.527,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.54s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.582,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.59s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.632,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.64s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.687,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.70s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.742,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.75s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.795,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.80s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.849,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.86s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.903,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.91s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
23.958,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=23.97s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.013,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.02s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.069,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.08s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.124,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.13s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.179,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.19s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.233,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.24s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.288,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.30s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.343,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.35s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.398,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.41s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.450,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.46s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.505,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.51s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.556,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.56s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.608,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.62s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.663,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.67s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.714,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.72s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.765,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.77s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.821,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.83s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.876,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.88s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.930,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.94s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
24.985,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=24.99s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.036,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.05s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.091,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.10s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.146,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.16s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.199,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.21s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.254,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.307,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.32s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.362,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.37s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.415,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.42s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.469,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.48s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.524,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.53s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.579,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.59s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.634,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.64s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.688,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.70s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.743,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.75s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.793,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.80s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.844,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.85s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.899,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.91s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
25.954,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=25.96s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.007,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.02s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.061,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.07s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.115,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.12s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.170,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.18s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.225,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.23s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.276,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.29s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.331,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.34s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.385,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.39s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.440,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.45s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.492,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.50s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.548,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.56s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.600,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.61s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.655,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.66s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.711,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.72s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.766,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.77s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.821,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.83s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.872,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.88s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.924,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.93s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
26.979,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=26.99s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.032,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.04s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.087,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.10s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.143,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.15s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.198,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.21s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.253,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.308,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.32s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.359,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.37s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.414,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.42s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.466,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.48s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.519,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.53s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.570,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.58s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.626,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.64s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.678,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.69s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.734,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.74s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.789,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.80s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.844,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.85s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.899,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.91s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
27.950,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=27.96s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.002,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.01s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.057,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.07s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.111,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.12s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.167,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.18s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.220,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.23s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.273,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.28s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.326,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.34s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.381,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.39s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.436,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.45s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.489,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.50s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.545,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.55s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.597,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.61s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.652,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.66s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.707,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.72s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.762,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.77s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.816,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.83s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.871,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.88s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.923,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.93s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
28.979,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=28.99s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.033,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.04s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.085,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.09s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.140,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.15s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.194,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.20s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.249,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.26s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.301,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.31s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.356,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.37s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.408,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.42s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.462,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.47s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.516,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.52s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.569,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.58s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.624,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.63s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.675,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.68s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.730,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.74s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.784,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.79s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.838,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.85s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.891,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.90s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
29.946,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=29.95s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.000,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.01s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.054,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.06s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.109,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.12s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.165,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.17s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.215,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.22s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.271,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.28s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.324,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.33s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.375,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.38s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.426,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.43s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.481,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.49s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.532,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.54s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.587,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.60s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.640,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.65s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.695,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.70s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.750,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.76s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.803,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.81s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.857,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.87s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.912,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.92s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
30.966,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=30.97s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.018,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.03s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.069,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.08s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.124,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.13s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.178,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.19s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.232,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.24s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.284,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.29s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
31.339,pose,1,1.860,0.000,34.022,plan-hold B_leg1 until 43.42s (now=31.35s),1,0.0500,0,-2.2121,1,0.3000,0,-2.2121,0.000,0.300
